,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,type,lat,long
53260,7191715501,0,2016.0,mitsubishi,outlander sport,excellent,4 cylinders,gas,88557.0,automatic,wagon,39.1301,-84.601
53278,7189892971,4000,2001.0,volvo,v70 t5 turbo,good,5 cylinders,gas,146000.0,automatic,wagon,40.3697,-80.2562
53289,7190315235,8995,2013.0,nissan,rogue,excellent,4 cylinders,gas,112900.0,automatic,wagon,41.2649,-74.8883
53381,7183560285,3000,2001.0,volvo,xc70 awd,good,4 cylinders,gas,148078.0,automatic,wagon,41.28,-72.8106
53391,7190324505,8995,2013.0,nissan,rogue,excellent,4 cylinders,gas,112900.0,automatic,wagon,41.2649,-74.8883
53411,7187543898,5500,2008.0,subaru,outback,excellent,4 cylinders,gas,120000.0,automatic,wagon,41.9042,-72.5444
53451,7183352975,6995,2011.0,subaru,outback,good,4 cylinders,gas,121505.0,automatic,wagon,41.9306,-73.0803
53469,7191462972,9800,2011.0,subaru,outback,like new,6 cylinders,gas,135195.0,automatic,wagon,41.3446,-75.6885
53479,7193052213,2800,2007.0,chrysler,pt cruiser,good,4 cylinders,gas,84000.0,automatic,wagon,42.3958,-83.3772
53533,7190330019,4150,2004.0,subaru,outback,excellent,6 cylinders,gas,154648.0,automatic,wagon,41.6412,-75.7641
53542,7190324918,8995,2013.0,nissan,rogue,excellent,4 cylinders,gas,112900.0,automatic,wagon,41.2649,-74.8883
53622,7193234774,12975,2010.0,ford,e350 wheelchair pass van,excellent,8 cylinders,gas,103700.0,automatic,wagon,41.0243,-80.8568
53627,7193181300,11500,2012.0,chevrolet,express,good,8 cylinders,gas,116975.0,automatic,wagon,41.0243,-80.8568
53686,7193186201,0,2015.0,chevrolet,trax,excellent,4 cylinders,gas,91434.0,automatic,wagon,34.1971,-97.1606
53724,7193200723,22500,2017.0,subaru,outback 2.5i limited,good,4 cylinders,gas,72000.0,automatic,wagon,35.6215,-97.4733
53737,7186169587,4995,2007.0,ford,freestyle sel,good,6 cylinders,gas,132000.0,automatic,wagon,43.5488,-96.7904
53759,7190807539,15995,2010.0,mercedes-benz,glk350 4motion,excellent,6 cylinders,gas,59760.0,automatic,wagon,39.9707,-76.7058
53776,7190329305,8995,2013.0,nissan,rogue,excellent,4 cylinders,gas,112900.0,automatic,wagon,41.2649,-74.8883
