,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,type,lat,long
40562,7183333582,39590,2018.0,ford,f150 super cab xlt pickup,good,8 cylinders,other,5881.0,automatic,pickup,33.7792,-84.4118
40603,7182259861,42990,2019.0,toyota,tacoma double cab trd,good,6 cylinders,gas,7688.0,other,pickup,33.7792,-84.4118
40604,7182259800,28990,2017.0,ram,1500 quad cab tradesman,good,6 cylinders,gas,41858.0,other,pickup,33.7792,-84.4118
40614,7193844061,11700,2008.0,ford,f-150,excellent,8 cylinders,gas,139098.0,automatic,pickup,30.2744,-97.6364
40615,7182187623,14997,2012.0,ford,f-250 super duty,excellent,8 cylinders,gas,121795.0,automatic,pickup,38.5669,-77.2921
40621,7193839294,31590,2018.0,ford,f150 supercrew cab xlt,good,6 cylinders,gas,43994.0,automatic,pickup,30.51,-97.67
40628,7181628833,34990,2017.0,ram,1500 quad cab tradesman,good,8 cylinders,gas,5139.0,other,pickup,33.7792,-84.4118
40638,7189760161,59900,2019.0,toyota,tacoma crew cab 4x4,like new,6 cylinders,gas,24000.0,automatic,pickup,37.3613,-118.395
40651,7183067906,7500,2001.0,chevrolet,silverado,good,8 cylinders,gas,210000.0,automatic,pickup,36.2951,-76.2445
40657,7194288797,36990,2017.0,toyota,tacoma double cab trd,good,6 cylinders,gas,36446.0,other,pickup,38.63,-90.24
40683,7193744559,10900,2007.0,chevrolet,silverado 1500,good,8 cylinders,gas,52300.0,automatic,pickup,31.0887,-98.0099
40699,7194277314,5200,2006.0,ram,1500 st rwd,excellent,6 cylinders,gas,197103.0,automatic,pickup,38.7071,-90.3055
40702,7194268623,43990,2018.0,toyota,tundra crewmax platinum,good,8 cylinders,gas,31216.0,other,pickup,38.63,-90.24
40727,7182232909,7200,2001.0,nissan,frontier,excellent,6 cylinders,gas,162000.0,automatic,pickup,36.8156,-76.3558
40729,7182230948,10500,2004.0,ford,f-250,excellent,8 cylinders,diesel,124000.0,automatic,pickup,36.8156,-76.3558
40738,7189665141,39995,2019.0,ford,f-150,excellent,6 cylinders,gas,20087.0,automatic,pickup,39.443,-119.772
40748,7193703142,17990,2013.0,ford,f150 regular cab stx pickup,good,8 cylinders,gas,83648.0,other,pickup,30.51,-97.67
40750,7193703027,33990,2016.0,ford,f150 supercrew cab xlt,good,6 cylinders,gas,61118.0,other,pickup,30.51,-97.67
